Htno,Subcode,Subname,Internals,Grade,Credits
19B81A05C9,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,17,B,3.0
19B81A05C9,R1932055,WEB TECHNOLOGIES LAB,19,O,2.0
19B81A05C9,R193205B,INFORMATION RETRIEVAL SYSTEM,22,B,3.0
19B81A05D0,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),14,F,0.0
19B81A05D0,R1932051,WEB TECHNOLOGIES,21,F,0.0
19B81A05D0,R1932052,DISTRIBUTED SYSTEMS,14,F,0.0
19B81A05D0,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,14,F,0.0
19B81A05D0,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,20,C,3.0
19B81A05D0,R1932055,WEB TECHNOLOGIES LAB,18,S,2.0
19B81A05D0,R193205B,INFORMATION RETRIEVAL SYSTEM,20,F,0.0
19B81A05D1,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),21,B,3.0
19B81A05D1,R1932051,WEB TECHNOLOGIES,24,B,3.0
19B81A05D1,R1932052,DISTRIBUTED SYSTEMS,21,C,3.0
19B81A05D1,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,20,B,3.0
19B81A05D1,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,24,C,3.0
19B81A05D1,R1932055,WEB TECHNOLOGIES LAB,15,S,2.0
19B81A05D1,R193205B,INFORMATION RETRIEVAL SYSTEM,21,C,3.0
19B81A05D2,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),12,C,3.0
19B81A05D2,R1932051,WEB TECHNOLOGIES,22,C,3.0
19B81A05D2,R1932052,DISTRIBUTED SYSTEMS,18,C,3.0
19B81A05D2,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,16,D,3.0
19B81A05D2,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,21,C,3.0
19B81A05D2,R1932055,WEB TECHNOLOGIES LAB,15,S,2.0
19B81A05D2,R193205B,INFORMATION RETRIEVAL SYSTEM,20,C,3.0
19B81A05D3,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),21,C,3.0
19B81A05D3,R1932051,WEB TECHNOLOGIES,24,A,3.0
19B81A05D3,R1932052,DISTRIBUTED SYSTEMS,22,B,3.0
19B81A05D3,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,23,A,3.0
19B81A05D3,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,23,B,3.0
19B81A05D3,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05D3,R193205B,INFORMATION RETRIEVAL SYSTEM,21,B,3.0
19B81A05D4,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),16,F,0.0
19B81A05D4,R1932051,WEB TECHNOLOGIES,20,D,3.0
19B81A05D4,R1932052,DISTRIBUTED SYSTEMS,18,F,0.0
19B81A05D4,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,18,D,3.0
19B81A05D4,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,20,D,3.0
19B81A05D4,R1932055,WEB TECHNOLOGIES LAB,18,S,2.0
19B81A05D4,R193205B,INFORMATION RETRIEVAL SYSTEM,17,F,0.0
19B81A05D5,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),19,B,3.0
19B81A05D5,R1932051,WEB TECHNOLOGIES,23,B,3.0
19B81A05D5,R1932052,DISTRIBUTED SYSTEMS,23,B,3.0
19B81A05D5,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,23,A,3.0
19B81A05D5,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,24,B,3.0
19B81A05D5,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05D5,R193205B,INFORMATION RETRIEVAL SYSTEM,22,A,3.0
19B81A05D6,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),22,O,3.0
19B81A05D6,R1932051,WEB TECHNOLOGIES,22,B,3.0
19B81A05D6,R1932052,DISTRIBUTED SYSTEMS,21,A,3.0
19B81A05D6,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,24,B,3.0
19B81A05D6,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,23,B,3.0
19B81A05D6,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05D6,R193205B,INFORMATION RETRIEVAL SYSTEM,23,A,3.0
19B81A05D7,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),16,D,3.0
19B81A05D7,R1932051,WEB TECHNOLOGIES,20,C,3.0
19B81A05D7,R1932052,DISTRIBUTED SYSTEMS,13,C,3.0
19B81A05D7,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,22,B,3.0
19B81A05D7,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,21,C,3.0
19B81A05D7,R1932055,WEB TECHNOLOGIES LAB,16,S,2.0
19B81A05D7,R193205B,INFORMATION RETRIEVAL SYSTEM,17,ABSENT,0.0
19B81A05D8,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),14,D,3.0
19B81A05D8,R1932051,WEB TECHNOLOGIES,19,C,3.0
19B81A05D8,R1932052,DISTRIBUTED SYSTEMS,12,D,3.0
19B81A05D8,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,16,F,0.0
19B81A05D8,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,22,B,3.0
19B81A05D8,R1932055,WEB TECHNOLOGIES LAB,15,S,2.0
19B81A05D8,R193205B,INFORMATION RETRIEVAL SYSTEM,17,C,3.0
19B81A05D9,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),25,A,3.0
19B81A05D9,R1932051,WEB TECHNOLOGIES,24,B,3.0
19B81A05D9,R1932052,DISTRIBUTED SYSTEMS,24,A,3.0
19B81A05D9,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,24,A,3.0
19B81A05D9,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,24,B,3.0
19B81A05D9,R1932055,WEB TECHNOLOGIES LAB,18,O,2.0
19B81A05D9,R193205B,INFORMATION RETRIEVAL SYSTEM,22,B,3.0
19B81A05E0,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),21,A,3.0
19B81A05E0,R1932051,WEB TECHNOLOGIES,22,C,3.0
19B81A05E0,R1932052,DISTRIBUTED SYSTEMS,21,B,3.0
19B81A05E0,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,23,C,3.0
19B81A05E0,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,22,B,3.0
19B81A05E0,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05E0,R193205B,INFORMATION RETRIEVAL SYSTEM,20,B,3.0
19B81A05E1,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),15,F,0.0
19B81A05E1,R1932051,WEB TECHNOLOGIES,16,D,3.0
19B81A05E1,R1932052,DISTRIBUTED SYSTEMS,15,D,3.0
19B81A05E1,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,14,F,0.0
19B81A05E1,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,20,C,3.0
19B81A05E1,R1932055,WEB TECHNOLOGIES LAB,15,A,2.0
19B81A05E1,R193205B,INFORMATION RETRIEVAL SYSTEM,18,F,0.0
19B81A05E2,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),24,C,3.0
19B81A05E2,R1932051,WEB TECHNOLOGIES,25,B,3.0
19B81A05E2,R1932052,DISTRIBUTED SYSTEMS,24,C,3.0
19B81A05E2,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,24,F,0.0
19B81A05E2,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,24,B,3.0
19B81A05E2,R1932055,WEB TECHNOLOGIES LAB,18,S,2.0
19B81A05E2,R193205B,INFORMATION RETRIEVAL SYSTEM,23,B,3.0
19B81A05E3,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),24,B,3.0
19B81A05E3,R1932051,WEB TECHNOLOGIES,24,B,3.0
19B81A05E3,R1932052,DISTRIBUTED SYSTEMS,22,B,3.0
19B81A05E3,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,23,A,3.0
19B81A05E3,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,24,B,3.0
19B81A05E3,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05E3,R193205B,INFORMATION RETRIEVAL SYSTEM,21,C,3.0
19B81A05E4,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),24,O,3.0
19B81A05E4,R1932051,WEB TECHNOLOGIES,25,B,3.0
19B81A05E4,R1932052,DISTRIBUTED SYSTEMS,24,A,3.0
19B81A05E4,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,22,C,3.0
19B81A05E4,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,25,A,3.0
19B81A05E4,R1932055,WEB TECHNOLOGIES LAB,18,O,2.0
19B81A05E4,R193205B,INFORMATION RETRIEVAL SYSTEM,24,A,3.0
19B81A05E5,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),21,C,3.0
19B81A05E5,R1932051,WEB TECHNOLOGIES,22,B,3.0
19B81A05E5,R1932052,DISTRIBUTED SYSTEMS,21,B,3.0
19B81A05E5,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,22,A,3.0
19B81A05E5,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,24,B,3.0
19B81A05E5,R1932055,WEB TECHNOLOGIES LAB,18,O,2.0
19B81A05E5,R193205B,INFORMATION RETRIEVAL SYSTEM,20,C,3.0
19B81A05E6,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),20,C,3.0
19B81A05E6,R1932051,WEB TECHNOLOGIES,24,B,3.0
19B81A05E6,R1932052,DISTRIBUTED SYSTEMS,23,B,3.0
19B81A05E6,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,23,D,3.0
19B81A05E6,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,24,B,3.0
19B81A05E6,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05E6,R193205B,INFORMATION RETRIEVAL SYSTEM,19,B,3.0
19B81A05E7,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),20,C,3.0
19B81A05E7,R1932051,WEB TECHNOLOGIES,23,B,3.0
19B81A05E7,R1932052,DISTRIBUTED SYSTEMS,20,B,3.0
19B81A05E7,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,23,A,3.0
19B81A05E7,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,23,C,3.0
19B81A05E7,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05E7,R193205B,INFORMATION RETRIEVAL SYSTEM,19,B,3.0
19B81A05E9,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),25,O,3.0
19B81A05E9,R1932051,WEB TECHNOLOGIES,24,B,3.0
19B81A05E9,R1932052,DISTRIBUTED SYSTEMS,25,A,3.0
19B81A05E9,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,24,A,3.0
19B81A05E9,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,25,S,3.0
19B81A05E9,R1932055,WEB TECHNOLOGIES LAB,18,O,2.0
19B81A05E9,R193205B,INFORMATION RETRIEVAL SYSTEM,24,A,3.0
19B81A05F0,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),13,F,0.0
19B81A05F0,R1932051,WEB TECHNOLOGIES,18,D,3.0
19B81A05F0,R1932052,DISTRIBUTED SYSTEMS,19,C,3.0
19B81A05F0,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,19,D,3.0
19B81A05F0,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,18,D,3.0
19B81A05F0,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05F0,R193205B,INFORMATION RETRIEVAL SYSTEM,17,D,3.0
19B81A05F1,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),15,F,0.0
19B81A05F1,R1932051,WEB TECHNOLOGIES,21,C,3.0
19B81A05F1,R1932052,DISTRIBUTED SYSTEMS,17,D,3.0
19B81A05F1,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,15,F,0.0
19B81A05F1,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,16,C,3.0
19B81A05F1,R1932055,WEB TECHNOLOGIES LAB,15,S,2.0
19B81A05F1,R193205B,INFORMATION RETRIEVAL SYSTEM,16,C,3.0
19B81A05F2,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),18,D,3.0
19B81A05F2,R1932051,WEB TECHNOLOGIES,23,C,3.0
19B81A05F2,R1932052,DISTRIBUTED SYSTEMS,20,B,3.0
19B81A05F2,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,21,B,3.0
19B81A05F2,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,21,C,3.0
19B81A05F2,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05F2,R193205B,INFORMATION RETRIEVAL SYSTEM,18,B,3.0
19B81A05F3,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),20,A,3.0
19B81A05F3,R1932051,WEB TECHNOLOGIES,22,C,3.0
19B81A05F3,R1932052,DISTRIBUTED SYSTEMS,19,C,3.0
19B81A05F3,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,23,C,3.0
19B81A05F3,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,21,B,3.0
19B81A05F3,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05F3,R193205B,INFORMATION RETRIEVAL SYSTEM,20,B,3.0
19B81A05F4,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),22,B,3.0
19B81A05F4,R1932051,WEB TECHNOLOGIES,24,A,3.0
19B81A05F4,R1932052,DISTRIBUTED SYSTEMS,20,B,3.0
19B81A05F4,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,23,A,3.0
19B81A05F4,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,23,B,3.0
19B81A05F4,R1932055,WEB TECHNOLOGIES LAB,18,O,2.0
19B81A05F4,R193205B,INFORMATION RETRIEVAL SYSTEM,20,B,3.0
19B81A05F5,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),22,C,3.0
19B81A05F5,R1932051,WEB TECHNOLOGIES,23,C,3.0
19B81A05F5,R1932052,DISTRIBUTED SYSTEMS,20,C,3.0
19B81A05F5,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,23,C,3.0
19B81A05F5,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,23,C,3.0
19B81A05F5,R1932055,WEB TECHNOLOGIES LAB,18,S,2.0
19B81A05F5,R193205B,INFORMATION RETRIEVAL SYSTEM,20,B,3.0
19B81A05F6,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),20,O,3.0
19B81A05F6,R1932051,WEB TECHNOLOGIES,21,B,3.0
19B81A05F6,R1932052,DISTRIBUTED SYSTEMS,20,C,3.0
19B81A05F6,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,20,B,3.0
19B81A05F6,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,24,B,3.0
19B81A05F6,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05F6,R193205B,INFORMATION RETRIEVAL SYSTEM,19,B,3.0
19B81A05F7,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),24,B,3.0
19B81A05F7,R1932051,WEB TECHNOLOGIES,25,B,3.0
19B81A05F7,R1932052,DISTRIBUTED SYSTEMS,23,S,3.0
19B81A05F7,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,24,B,3.0
19B81A05F7,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,24,B,3.0
19B81A05F7,R1932055,WEB TECHNOLOGIES LAB,19,O,2.0
19B81A05F7,R193205B,INFORMATION RETRIEVAL SYSTEM,23,A,3.0
19B81A05F8,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),20,A,3.0
19B81A05F8,R1932051,WEB TECHNOLOGIES,20,B,3.0
19B81A05F8,R1932052,DISTRIBUTED SYSTEMS,18,B,3.0
19B81A05F8,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,21,C,3.0
19B81A05F8,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,23,A,3.0
19B81A05F8,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05F8,R193205B,INFORMATION RETRIEVAL SYSTEM,19,B,3.0
19B81A05F9,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),21,B,3.0
19B81A05F9,R1932051,WEB TECHNOLOGIES,24,A,3.0
19B81A05F9,R1932052,DISTRIBUTED SYSTEMS,19,D,3.0
19B81A05F9,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,21,C,3.0
19B81A05F9,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,20,C,3.0
19B81A05F9,R1932055,WEB TECHNOLOGIES LAB,18,S,2.0
19B81A05F9,R193205B,INFORMATION RETRIEVAL SYSTEM,18,C,3.0
19B81A05G0,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),20,S,3.0
19B81A05G0,R1932051,WEB TECHNOLOGIES,23,B,3.0
19B81A05G0,R1932052,DISTRIBUTED SYSTEMS,19,D,3.0
19B81A05G0,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,24,A,3.0
19B81A05G0,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,21,C,3.0
19B81A05G0,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05G0,R193205B,INFORMATION RETRIEVAL SYSTEM,19,A,3.0
19B81A05G1,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),23,C,3.0
19B81A05G1,R1932051,WEB TECHNOLOGIES,25,B,3.0
19B81A05G1,R1932052,DISTRIBUTED SYSTEMS,22,B,3.0
19B81A05G1,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,22,C,3.0
19B81A05G1,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,24,C,3.0
19B81A05G1,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05G1,R193205B,INFORMATION RETRIEVAL SYSTEM,22,C,3.0
19B81A05G2,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),23,C,3.0
19B81A05G2,R1932051,WEB TECHNOLOGIES,25,A,3.0
19B81A05G2,R1932052,DISTRIBUTED SYSTEMS,23,B,3.0
19B81A05G2,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,24,B,3.0
19B81A05G2,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,24,A,3.0
19B81A05G2,R1932055,WEB TECHNOLOGIES LAB,18,O,2.0
19B81A05G2,R193205B,INFORMATION RETRIEVAL SYSTEM,22,C,3.0
19B81A05G3,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),25,S,3.0
19B81A05G3,R1932051,WEB TECHNOLOGIES,25,A,3.0
19B81A05G3,R1932052,DISTRIBUTED SYSTEMS,24,A,3.0
19B81A05G3,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,25,O,3.0
19B81A05G3,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,25,B,3.0
19B81A05G3,R1932055,WEB TECHNOLOGIES LAB,19,O,2.0
19B81A05G3,R193205B,INFORMATION RETRIEVAL SYSTEM,25,A,3.0
19B81A05G4,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),19,F,0.0
19B81A05G4,R1932051,WEB TECHNOLOGIES,23,B,3.0
19B81A05G4,R1932052,DISTRIBUTED SYSTEMS,21,D,3.0
19B81A05G4,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,23,B,3.0
19B81A05G4,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,22,C,3.0
19B81A05G4,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05G4,R193205B,INFORMATION RETRIEVAL SYSTEM,17,D,3.0
19B81A05G5,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),19,C,3.0
19B81A05G5,R1932051,WEB TECHNOLOGIES,22,C,3.0
19B81A05G5,R1932052,DISTRIBUTED SYSTEMS,22,A,3.0
19B81A05G5,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,23,C,3.0
19B81A05G5,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,23,C,3.0
19B81A05G5,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05G5,R193205B,INFORMATION RETRIEVAL SYSTEM,19,B,3.0
19B81A05G6,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),18,F,0.0
19B81A05G6,R1932051,WEB TECHNOLOGIES,23,C,3.0
19B81A05G6,R1932052,DISTRIBUTED SYSTEMS,19,ABSENT,0.0
19B81A05G6,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,22,F,0.0
19B81A05G6,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,23,C,3.0
19B81A05G6,R1932055,WEB TECHNOLOGIES LAB,18,O,2.0
19B81A05G6,R193205B,INFORMATION RETRIEVAL SYSTEM,18,ABSENT,0.0
19B81A05G7,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),23,B,3.0
19B81A05G7,R1932051,WEB TECHNOLOGIES,24,A,3.0
19B81A05G7,R1932052,DISTRIBUTED SYSTEMS,23,B,3.0
19B81A05G7,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,22,B,3.0
19B81A05G7,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,24,B,3.0
19B81A05G7,R1932055,WEB TECHNOLOGIES LAB,17,O,2.0
19B81A05G7,R193205B,INFORMATION RETRIEVAL SYSTEM,22,B,3.0
19B81A05G8,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),22,O,3.0
19B81A05G8,R1932051,WEB TECHNOLOGIES,25,S,3.0
19B81A05G8,R1932052,DISTRIBUTED SYSTEMS,23,B,3.0
19B81A05G8,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,25,S,3.0
19B81A05G8,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,25,B,3.0
19B81A05G8,R1932055,WEB TECHNOLOGIES LAB,19,O,2.0
19B81A05G8,R193205B,INFORMATION RETRIEVAL SYSTEM,24,A,3.0
19B81A05G9,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),24,C,3.0
19B81A05G9,R1932051,WEB TECHNOLOGIES,23,C,3.0
19B81A05G9,R1932052,DISTRIBUTED SYSTEMS,23,B,3.0
19B81A05G9,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,24,C,3.0
19B81A05G9,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,24,C,3.0
19B81A05G9,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05G9,R193205B,INFORMATION RETRIEVAL SYSTEM,22,B,3.0
19B81A05H0,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),16,D,3.0
19B81A05H0,R1932051,WEB TECHNOLOGIES,23,B,3.0
19B81A05H0,R1932052,DISTRIBUTED SYSTEMS,22,C,3.0
19B81A05H0,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,21,C,3.0
19B81A05H0,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,22,A,3.0
19B81A05H0,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05H0,R193205B,INFORMATION RETRIEVAL SYSTEM,21,B,3.0
19B81A05H1,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),21,B,3.0
19B81A05H1,R1932051,WEB TECHNOLOGIES,23,B,3.0
19B81A05H1,R1932052,DISTRIBUTED SYSTEMS,21,B,3.0
19B81A05H1,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,18,B,3.0
19B81A05H1,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,23,B,3.0
19B81A05H1,R1932055,WEB TECHNOLOGIES LAB,18,S,2.0
19B81A05H1,R193205B,INFORMATION RETRIEVAL SYSTEM,22,B,3.0
19B81A05H2,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),23,A,3.0
19B81A05H2,R1932051,WEB TECHNOLOGIES,23,C,3.0
19B81A05H2,R1932052,DISTRIBUTED SYSTEMS,21,C,3.0
19B81A05H2,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,23,B,3.0
19B81A05H2,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,23,C,3.0
19B81A05H2,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05H2,R193205B,INFORMATION RETRIEVAL SYSTEM,21,C,3.0
19B81A05H3,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),16,D,3.0
19B81A05H3,R1932051,WEB TECHNOLOGIES,21,B,3.0
19B81A05H3,R1932052,DISTRIBUTED SYSTEMS,18,D,3.0
19B81A05H3,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,20,D,3.0
19B81A05H3,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,23,F,0.0
19B81A05H3,R1932055,WEB TECHNOLOGIES LAB,17,S,2.0
19B81A05H3,R193205B,INFORMATION RETRIEVAL SYSTEM,20,C,3.0
19B81A05H4,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),18,F,0.0
19B81A05H4,R1932051,WEB TECHNOLOGIES,24,B,3.0
19B81A05H4,R1932052,DISTRIBUTED SYSTEMS,18,C,3.0
19B81A05H4,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,22,C,3.0
19B81A05H4,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,21,D,3.0
19B81A05H4,R1932055,WEB TECHNOLOGIES LAB,18,O,2.0
19B81A05H4,R193205B,INFORMATION RETRIEVAL SYSTEM,19,C,3.0
19B81A05H5,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),24,A,3.0
19B81A05H5,R1932051,WEB TECHNOLOGIES,24,B,3.0
19B81A05H5,R1932052,DISTRIBUTED SYSTEMS,24,A,3.0
19B81A05H5,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,24,S,3.0
19B81A05H5,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,25,A,3.0
19B81A05H5,R1932055,WEB TECHNOLOGIES LAB,19,O,2.0
19B81A05H5,R193205B,INFORMATION RETRIEVAL SYSTEM,23,B,3.0
19B81A05H6,R193204J,PRINCIPLES OF COMMUNICATION (EXCEPT ECE),20,A,3.0
19B81A05H6,R1932051,WEB TECHNOLOGIES,24,A,3.0
19B81A05H6,R1932052,DISTRIBUTED SYSTEMS,22,D,3.0
19B81A05H6,R1932053,DESIGN AND ANALYSIS OF ALGORITHMS,23,B,3.0
19B81A05H6,R1932054,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,23,B,3.0
19B81A05H6,R1932055,WEB TECHNOLOGIES LAB,18,S,2.0
19B81A05H6,R193205B,INFORMATION RETRIEVAL SYSTEM,22,B,3.0
