Htno,Subcode,Subname,Internals,Grade,Credits
19B81A0135,R1932013,GEOTECHNICAL ENGINEERING-I,24,C,3.0
19B81A0135,R1932014,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,24,F,0.0
19B81A0135,R1932015,CAD LAB,19,O,1.5
19B81A0135,R1932016,ENVIRONMENTAL ENGINEERING LAB,17,O,1.5
19B81A0135,R1932017,SOCIALLY RELEVANT PROJECT,18,O,1.0
19B81A0135,R1932018,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0135,R193201A,PRE-STRESSED CONCRETE,22,B,3.0
19B81A0135,R193201G,ENVIRONMENTAL POLLUTION & CONTROL,18,B,3.0
19B81A0136,R1932011,DESIGN & DRAWING OF REINFORCED CONCRETE,21,F,0.0
19B81A0136,R1932012,WATER RESOURCES ENGINEERING-II,15,B,3.0
19B81A0136,R1932013,GEOTECHNICAL ENGINEERING-I,20,F,0.0
19B81A0136,R1932014,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,25,C,3.0
19B81A0136,R1932015,CAD LAB,18,O,1.5
19B81A0136,R1932016,ENVIRONMENTAL ENGINEERING LAB,16,S,1.5
19B81A0136,R1932017,SOCIALLY RELEVANT PROJECT,17,S,1.0
19B81A0136,R1932018,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0136,R193201A,PRE-STRESSED CONCRETE,22,D,3.0
19B81A0136,R193201G,ENVIRONMENTAL POLLUTION & CONTROL,17,F,0.0
19B81A0137,R1932011,DESIGN & DRAWING OF REINFORCED CONCRETE,20,C,3.0
19B81A0137,R1932012,WATER RESOURCES ENGINEERING-II,18,C,3.0
19B81A0137,R1932013,GEOTECHNICAL ENGINEERING-I,21,C,3.0
19B81A0137,R1932014,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,25,A,3.0
19B81A0137,R1932015,CAD LAB,20,O,1.5
19B81A0137,R1932016,ENVIRONMENTAL ENGINEERING LAB,19,O,1.5
19B81A0137,R1932017,SOCIALLY RELEVANT PROJECT,19,O,1.0
19B81A0137,R1932018,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0137,R193201A,PRE-STRESSED CONCRETE,22,S,3.0
19B81A0137,R193201G,ENVIRONMENTAL POLLUTION & CONTROL,23,B,3.0
19B81A0138,R1932011,DESIGN & DRAWING OF REINFORCED CONCRETE,9,D,3.0
19B81A0138,R1932012,WATER RESOURCES ENGINEERING-II,16,F,0.0
19B81A0138,R1932013,GEOTECHNICAL ENGINEERING-I,17,C,3.0
19B81A0138,R1932014,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,22,F,0.0
19B81A0138,R1932015,CAD LAB,16,S,1.5
19B81A0138,R1932016,ENVIRONMENTAL ENGINEERING LAB,14,A,1.5
19B81A0138,R1932017,SOCIALLY RELEVANT PROJECT,18,S,1.0
19B81A0138,R1932018,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0138,R193201A,PRE-STRESSED CONCRETE,13,C,3.0
19B81A0138,R193201G,ENVIRONMENTAL POLLUTION & CONTROL,16,D,3.0
19B81A0139,R1932011,DESIGN & DRAWING OF REINFORCED CONCRETE,18,A,3.0
19B81A0139,R1932012,WATER RESOURCES ENGINEERING-II,17,C,3.0
19B81A0139,R1932013,GEOTECHNICAL ENGINEERING-I,18,C,3.0
19B81A0139,R1932014,MANAGERIAL ECONOMICS & FINANCIAL ANALYSI,23,B,3.0
19B81A0139,R1932015,CAD LAB,20,O,1.5
19B81A0139,R1932016,ENVIRONMENTAL ENGINEERING LAB,18,S,1.5
19B81A0139,R1932017,SOCIALLY RELEVANT PROJECT,18,S,1.0
19B81A0139,R1932018,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0139,R193201A,PRE-STRESSED CONCRETE,21,B,3.0
19B81A0139,R193201G,ENVIRONMENTAL POLLUTION & CONTROL,20,B,3.0
19B81A0201,R1932021,ELECTRIC DRIVES,19,C,3.0
19B81A0201,R1932022,POWER SYSTEM ANALYSIS,21,F,0.0
19B81A0201,R1932023,DATA STRUCTURES,17,F,0.0
19B81A0201,R1932024,DIGITAL CONTROL SYSTEMS,18,B,3.0
19B81A0201,R1932025,POWER ELECTRONICS LABORATORY,15,A,1.5
19B81A0201,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,10,B,1.5
19B81A0201,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0201,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,20,C,3.0
19B81A0201,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,F,0.0
19B81A0202,R1932021,ELECTRIC DRIVES,19,F,0.0
19B81A0202,R1932022,POWER SYSTEM ANALYSIS,17,F,0.0
19B81A0202,R1932023,DATA STRUCTURES,17,F,0.0
19B81A0202,R1932024,DIGITAL CONTROL SYSTEMS,19,F,0.0
19B81A0202,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
19B81A0202,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
19B81A0202,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0202,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,19,F,0.0
19B81A0202,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),17,F,0.0
19B81A0203,R1932021,ELECTRIC DRIVES,20,A,3.0
19B81A0203,R1932022,POWER SYSTEM ANALYSIS,21,C,3.0
19B81A0203,R1932023,DATA STRUCTURES,17,D,3.0
19B81A0203,R1932024,DIGITAL CONTROL SYSTEMS,21,D,3.0
19B81A0203,R1932025,POWER ELECTRONICS LABORATORY,17,A,1.5
19B81A0203,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,O,1.5
19B81A0203,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0203,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,21,C,3.0
19B81A0203,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),16,D,3.0
19B81A0204,R1932021,ELECTRIC DRIVES,19,D,3.0
19B81A0204,R1932022,POWER SYSTEM ANALYSIS,20,C,3.0
19B81A0204,R1932023,DATA STRUCTURES,20,C,3.0
19B81A0204,R1932024,DIGITAL CONTROL SYSTEMS,20,D,3.0
19B81A0204,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
19B81A0204,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,S,1.5
19B81A0204,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0204,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,18,D,3.0
19B81A0204,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,C,3.0
19B81A0205,R1932021,ELECTRIC DRIVES,22,A,3.0
19B81A0205,R1932022,POWER SYSTEM ANALYSIS,23,B,3.0
19B81A0205,R1932023,DATA STRUCTURES,24,C,3.0
19B81A0205,R1932024,DIGITAL CONTROL SYSTEMS,24,B,3.0
19B81A0205,R1932025,POWER ELECTRONICS LABORATORY,17,S,1.5
19B81A0205,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,19,O,1.5
19B81A0205,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0205,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,21,C,3.0
19B81A0205,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),23,B,3.0
19B81A0206,R1932021,ELECTRIC DRIVES,23,C,3.0
19B81A0206,R1932022,POWER SYSTEM ANALYSIS,23,C,3.0
19B81A0206,R1932023,DATA STRUCTURES,23,B,3.0
19B81A0206,R1932024,DIGITAL CONTROL SYSTEMS,23,B,3.0
19B81A0206,R1932025,POWER ELECTRONICS LABORATORY,17,A,1.5
19B81A0206,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,S,1.5
19B81A0206,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0206,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,21,B,3.0
19B81A0206,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,C,3.0
19B81A0207,R1932021,ELECTRIC DRIVES,23,S,3.0
19B81A0207,R1932022,POWER SYSTEM ANALYSIS,18,C,3.0
19B81A0207,R1932023,DATA STRUCTURES,22,B,3.0
19B81A0207,R1932024,DIGITAL CONTROL SYSTEMS,24,C,3.0
19B81A0207,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
19B81A0207,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
19B81A0207,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0207,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,B,3.0
19B81A0207,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),23,B,3.0
19B81A0208,R1932021,ELECTRIC DRIVES,23,F,0.0
19B81A0208,R1932022,POWER SYSTEM ANALYSIS,19,C,3.0
19B81A0208,R1932023,DATA STRUCTURES,23,B,3.0
19B81A0208,R1932024,DIGITAL CONTROL SYSTEMS,22,A,3.0
19B81A0208,R1932025,POWER ELECTRONICS LABORATORY,17,S,1.5
19B81A0208,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,20,O,1.5
19B81A0208,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0208,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,C,3.0
19B81A0208,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),17,C,3.0
19B81A0209,R1932021,ELECTRIC DRIVES,22,B,3.0
19B81A0209,R1932022,POWER SYSTEM ANALYSIS,20,C,3.0
19B81A0209,R1932023,DATA STRUCTURES,20,F,0.0
19B81A0209,R1932024,DIGITAL CONTROL SYSTEMS,22,C,3.0
19B81A0209,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
19B81A0209,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,20,O,1.5
19B81A0209,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0209,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,D,3.0
19B81A0209,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),19,D,3.0
19B81A0210,R1932021,ELECTRIC DRIVES,20,F,0.0
19B81A0210,R1932022,POWER SYSTEM ANALYSIS,22,B,3.0
19B81A0210,R1932023,DATA STRUCTURES,19,F,0.0
19B81A0210,R1932024,DIGITAL CONTROL SYSTEMS,21,F,0.0
19B81A0210,R1932025,POWER ELECTRONICS LABORATORY,17,A,1.5
19B81A0210,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
19B81A0210,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0210,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,C,3.0
19B81A0210,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),21,C,3.0
19B81A0211,R1932021,ELECTRIC DRIVES,24,B,3.0
19B81A0211,R1932022,POWER SYSTEM ANALYSIS,23,B,3.0
19B81A0211,R1932023,DATA STRUCTURES,22,A,3.0
19B81A0211,R1932024,DIGITAL CONTROL SYSTEMS,23,B,3.0
19B81A0211,R1932025,POWER ELECTRONICS LABORATORY,17,O,1.5
19B81A0211,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,19,O,1.5
19B81A0211,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0211,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,B,3.0
19B81A0211,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),22,B,3.0
19B81A0212,R1932021,ELECTRIC DRIVES,24,A,3.0
19B81A0212,R1932022,POWER SYSTEM ANALYSIS,24,F,0.0
19B81A0212,R1932023,DATA STRUCTURES,23,B,3.0
19B81A0212,R1932024,DIGITAL CONTROL SYSTEMS,25,A,3.0
19B81A0212,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
19B81A0212,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,20,O,1.5
19B81A0212,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0212,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,23,B,3.0
19B81A0212,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),23,B,3.0
19B81A0213,R1932021,ELECTRIC DRIVES,16,F,0.0
19B81A0213,R1932022,POWER SYSTEM ANALYSIS,17,F,0.0
19B81A0213,R1932023,DATA STRUCTURES,20,F,0.0
19B81A0213,R1932024,DIGITAL CONTROL SYSTEMS,18,F,0.0
19B81A0213,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
19B81A0213,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,19,O,1.5
19B81A0213,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0213,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,15,ABSENT,0.0
19B81A0213,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,ABSENT,0.0
19B81A0214,R1932021,ELECTRIC DRIVES,24,C,3.0
19B81A0214,R1932022,POWER SYSTEM ANALYSIS,21,B,3.0
19B81A0214,R1932023,DATA STRUCTURES,22,D,3.0
19B81A0214,R1932024,DIGITAL CONTROL SYSTEMS,25,B,3.0
19B81A0214,R1932025,POWER ELECTRONICS LABORATORY,18,O,1.5
19B81A0214,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,19,O,1.5
19B81A0214,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0214,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,C,3.0
19B81A0214,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),22,B,3.0
19B81A0215,R1932021,ELECTRIC DRIVES,23,A,3.0
19B81A0215,R1932022,POWER SYSTEM ANALYSIS,23,C,3.0
19B81A0215,R1932023,DATA STRUCTURES,21,A,3.0
19B81A0215,R1932024,DIGITAL CONTROL SYSTEMS,23,B,3.0
19B81A0215,R1932025,POWER ELECTRONICS LABORATORY,18,O,1.5
19B81A0215,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,15,S,1.5
19B81A0215,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0215,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,21,B,3.0
19B81A0215,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),19,C,3.0
19B81A0216,R1932021,ELECTRIC DRIVES,23,A,3.0
19B81A0216,R1932022,POWER SYSTEM ANALYSIS,22,B,3.0
19B81A0216,R1932023,DATA STRUCTURES,23,B,3.0
19B81A0216,R1932024,DIGITAL CONTROL SYSTEMS,23,O,3.0
19B81A0216,R1932025,POWER ELECTRONICS LABORATORY,18,O,1.5
19B81A0216,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,19,S,1.5
19B81A0216,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0216,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,C,3.0
19B81A0216,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),19,B,3.0
19B81A0217,R1932021,ELECTRIC DRIVES,21,B,3.0
19B81A0217,R1932022,POWER SYSTEM ANALYSIS,22,S,3.0
19B81A0217,R1932023,DATA STRUCTURES,22,D,3.0
19B81A0217,R1932024,DIGITAL CONTROL SYSTEMS,23,C,3.0
19B81A0217,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
19B81A0217,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
19B81A0217,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0217,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,C,3.0
19B81A0217,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),17,C,3.0
19B81A0218,R1932021,ELECTRIC DRIVES,14,D,3.0
19B81A0218,R1932022,POWER SYSTEM ANALYSIS,21,C,3.0
19B81A0218,R1932023,DATA STRUCTURES,20,F,0.0
19B81A0218,R1932024,DIGITAL CONTROL SYSTEMS,17,F,0.0
19B81A0218,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
19B81A0218,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,15,S,1.5
19B81A0218,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0218,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,16,D,3.0
19B81A0218,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),19,C,3.0
19B81A0219,R1932021,ELECTRIC DRIVES,23,B,3.0
19B81A0219,R1932022,POWER SYSTEM ANALYSIS,23,B,3.0
19B81A0219,R1932023,DATA STRUCTURES,21,D,3.0
19B81A0219,R1932024,DIGITAL CONTROL SYSTEMS,24,C,3.0
19B81A0219,R1932025,POWER ELECTRONICS LABORATORY,17,A,1.5
19B81A0219,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,O,1.5
19B81A0219,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0219,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,B,3.0
19B81A0219,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,C,3.0
19B81A0220,R1932021,ELECTRIC DRIVES,23,D,3.0
19B81A0220,R1932022,POWER SYSTEM ANALYSIS,23,A,3.0
19B81A0220,R1932023,DATA STRUCTURES,21,C,3.0
19B81A0220,R1932024,DIGITAL CONTROL SYSTEMS,22,B,3.0
19B81A0220,R1932025,POWER ELECTRONICS LABORATORY,17,A,1.5
19B81A0220,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,S,1.5
19B81A0220,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0220,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,23,A,3.0
19B81A0220,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),19,B,3.0
19B81A0221,R1932021,ELECTRIC DRIVES,19,D,3.0
19B81A0221,R1932022,POWER SYSTEM ANALYSIS,17,F,0.0
19B81A0221,R1932023,DATA STRUCTURES,20,D,3.0
19B81A0221,R1932024,DIGITAL CONTROL SYSTEMS,20,D,3.0
19B81A0221,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
19B81A0221,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,S,1.5
19B81A0221,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0221,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,16,D,3.0
19B81A0221,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),18,D,3.0
19B81A0222,R1932021,ELECTRIC DRIVES,21,C,3.0
19B81A0222,R1932022,POWER SYSTEM ANALYSIS,22,C,3.0
19B81A0222,R1932023,DATA STRUCTURES,20,C,3.0
19B81A0222,R1932024,DIGITAL CONTROL SYSTEMS,20,D,3.0
19B81A0222,R1932025,POWER ELECTRONICS LABORATORY,16,S,1.5
19B81A0222,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
19B81A0222,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0222,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,D,3.0
19B81A0222,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),19,C,3.0
19B81A0223,R1932021,ELECTRIC DRIVES,22,B,3.0
19B81A0223,R1932022,POWER SYSTEM ANALYSIS,20,D,3.0
19B81A0223,R1932023,DATA STRUCTURES,22,C,3.0
19B81A0223,R1932024,DIGITAL CONTROL SYSTEMS,22,D,3.0
19B81A0223,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
19B81A0223,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,O,1.5
19B81A0223,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0223,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,C,3.0
19B81A0223,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,B,3.0
19B81A0224,R1932021,ELECTRIC DRIVES,18,C,3.0
19B81A0224,R1932022,POWER SYSTEM ANALYSIS,21,C,3.0
19B81A0224,R1932023,DATA STRUCTURES,18,C,3.0
19B81A0224,R1932024,DIGITAL CONTROL SYSTEMS,16,A,3.0
19B81A0224,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
19B81A0224,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,O,1.5
19B81A0224,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0224,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,16,D,3.0
19B81A0224,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),16,C,3.0
19B81A0225,R1932021,ELECTRIC DRIVES,21,S,3.0
19B81A0225,R1932022,POWER SYSTEM ANALYSIS,23,A,3.0
19B81A0225,R1932023,DATA STRUCTURES,21,D,3.0
19B81A0225,R1932024,DIGITAL CONTROL SYSTEMS,22,O,3.0
19B81A0225,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
19B81A0225,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
19B81A0225,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0225,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,23,C,3.0
19B81A0225,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,C,3.0
19B81A0226,R1932021,ELECTRIC DRIVES,22,C,3.0
19B81A0226,R1932022,POWER SYSTEM ANALYSIS,22,B,3.0
19B81A0226,R1932023,DATA STRUCTURES,20,F,0.0
19B81A0226,R1932024,DIGITAL CONTROL SYSTEMS,23,C,3.0
19B81A0226,R1932025,POWER ELECTRONICS LABORATORY,17,S,1.5
19B81A0226,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
19B81A0226,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0226,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,C,3.0
19B81A0226,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),20,C,3.0
19B81A0227,R1932021,ELECTRIC DRIVES,23,S,3.0
19B81A0227,R1932022,POWER SYSTEM ANALYSIS,23,B,3.0
19B81A0227,R1932023,DATA STRUCTURES,20,B,3.0
19B81A0227,R1932024,DIGITAL CONTROL SYSTEMS,23,B,3.0
19B81A0227,R1932025,POWER ELECTRONICS LABORATORY,18,O,1.5
19B81A0227,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,S,1.5
19B81A0227,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0227,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,24,B,3.0
19B81A0227,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),22,B,3.0
19B81A0228,R1932021,ELECTRIC DRIVES,23,D,3.0
19B81A0228,R1932022,POWER SYSTEM ANALYSIS,22,C,3.0
19B81A0228,R1932023,DATA STRUCTURES,20,C,3.0
19B81A0228,R1932024,DIGITAL CONTROL SYSTEMS,24,A,3.0
19B81A0228,R1932025,POWER ELECTRONICS LABORATORY,18,O,1.5
19B81A0228,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,16,S,1.5
19B81A0228,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0228,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,22,C,3.0
19B81A0228,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),21,C,3.0
19B81A0229,R1932021,ELECTRIC DRIVES,18,C,3.0
19B81A0229,R1932022,POWER SYSTEM ANALYSIS,18,C,3.0
19B81A0229,R1932023,DATA STRUCTURES,19,F,0.0
19B81A0229,R1932024,DIGITAL CONTROL SYSTEMS,18,D,3.0
19B81A0229,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
19B81A0229,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
19B81A0229,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0229,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,17,D,3.0
19B81A0229,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),19,C,3.0
19B81A0230,R1932021,ELECTRIC DRIVES,19,D,3.0
19B81A0230,R1932022,POWER SYSTEM ANALYSIS,20,B,3.0
19B81A0230,R1932023,DATA STRUCTURES,18,C,3.0
19B81A0230,R1932024,DIGITAL CONTROL SYSTEMS,20,C,3.0
19B81A0230,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
19B81A0230,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,18,O,1.5
19B81A0230,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0230,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,17,D,3.0
19B81A0230,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),21,C,3.0
19B81A0231,R1932021,ELECTRIC DRIVES,18,D,3.0
19B81A0231,R1932022,POWER SYSTEM ANALYSIS,17,D,3.0
19B81A0231,R1932023,DATA STRUCTURES,18,F,0.0
19B81A0231,R1932024,DIGITAL CONTROL SYSTEMS,20,D,3.0
19B81A0231,R1932025,POWER ELECTRONICS LABORATORY,18,S,1.5
19B81A0231,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
19B81A0231,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0231,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,19,D,3.0
19B81A0231,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),19,D,3.0
19B81A0232,R1932021,ELECTRIC DRIVES,19,D,3.0
19B81A0232,R1932022,POWER SYSTEM ANALYSIS,19,C,3.0
19B81A0232,R1932023,DATA STRUCTURES,21,C,3.0
19B81A0232,R1932024,DIGITAL CONTROL SYSTEMS,20,S,3.0
19B81A0232,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
19B81A0232,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,15,S,1.5
19B81A0232,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0232,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,21,C,3.0
19B81A0232,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),22,B,3.0
19B81A0233,R1932021,ELECTRIC DRIVES,19,D,3.0
19B81A0233,R1932022,POWER SYSTEM ANALYSIS,22,F,0.0
19B81A0233,R1932023,DATA STRUCTURES,14,F,0.0
19B81A0233,R1932024,DIGITAL CONTROL SYSTEMS,15,D,3.0
19B81A0233,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
19B81A0233,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,14,S,1.5
19B81A0233,R1932027,EMPLOYABILITY SKILLS,0,COMPLE,0.0
19B81A0233,R193202D,INTERNET OF THINGS APPLICATIONS TO ELECT,19,C,3.0
19B81A0233,R193212E,C++ PROGRAMMING (EXCEPT CSE AND IT),18,C,3.0
19B81A0234,R1932021,ELECTRIC DRIVES,22,D,3.0
19B81A0234,R1932022,POWER SYSTEM ANALYSIS,23,C,3.0
19B81A0234,R1932023,DATA STRUCTURES,17,D,3.0
19B81A0234,R1932024,DIGITAL CONTROL SYSTEMS,19,C,3.0
19B81A0234,R1932025,POWER ELECTRONICS LABORATORY,16,A,1.5
19B81A0234,R1932026,MICROPROCESSORS & MICROCONTROLLERS LABOR,17,S,1.5
